participantID,word_text,word_count,word_time,word_key_onsets,word_key_chars,word_key_codes,timestamp,timestamp_absolute,key_onset,key_onset_timestamp
1006,vent,20,6373,"[5590, 121, 152, 211, 299]","['V', 'E', 'N', 'T', '\r']","[86, 69, 78, 84, 13]",96194,1719776271319,5590,95409
1006,potato,21,6043,"[4117, 104, 307, 140, 224, 309, 842]","['P', 'O', 'T', 'A', 'T', 'O', '\r']","[80, 79, 84, 65, 84, 79, 13]",102239,1719776277364,4117,100311
1006,candle,22,6192,"[3912, 897, 190, 156, 141, 172, 81, 642]","['\x08', 'C', 'A', 'N', 'D', 'L', 'E', '\r']","[8, 67, 65, 78, 68, 76, 69, 13]",108433,1719776283558,3912,106151
1006,cup,23,3209,"[2111, 154, 148, 796]","['C', 'U', 'P', '\r']","[67, 85, 80, 13]",111644,1719776286769,2111,110544
1006,moon,24,3176,"[2133, 111, 197, 174, 561]","['M', 'O', 'O', 'N', '\r']","[77, 79, 79, 78, 13]",114821,1719776289946,2133,113777
1006,bed,25,6221,"[5702, 180, 104, 235]","['B', 'E', 'D', '\r']","[66, 69, 68, 13]",121043,1719776296168,5702,120523
1006,broom,26,4442,"[2535, 148, 492, 140, 224, 347, 556]","['B', 'R', 'O', 'O', 'M', '\x10', '\r']","[66, 82, 79, 79, 77, 16, 13]",125486,1719776300611,2535,123578
1006,anger,27,5519,"[1918, 1516, 1201, 258, 199, 154, 134, 139]","['\x12', '\x08', 'A', 'N', 'G', 'E', 'R', '\r']","[18, 8, 65, 78, 71, 69, 82, 13]",131007,1719776306132,1918,127404
1006,shotgun,28,4509,"[2880, 137, 331, 179, 220, 206, 115, 440]","['S', 'H', 'O', 'T', 'G', 'U', 'N', '\r']","[83, 72, 79, 84, 71, 85, 78, 13]",135518,1719776310643,2880,133887
1006,shoes,29,4705,"[3387, 256, 384, 170, 145, 363]","['S', 'H', 'O', 'E', 'S', '\r']","[83, 72, 79, 69, 83, 13]",140225,1719776315350,3387,138905
1006,lugnut,30,6015,"[4215, 265, 229, 198, 236, 166, 706]","['L', 'U', 'G', 'N', 'U', 'T', '\r']","[76, 85, 71, 78, 85, 84, 13]",146241,1719776321366,4215,144440
1006,monkey,31,3836,"[2524, 140, 270, 144, 272, 123, 363]","['M', 'O', 'N', 'K', 'E', 'Y', '\r']","[77, 79, 78, 75, 69, 89, 13]",150078,1719776325203,2524,148765
1006,mazda,32,5666,"[3278, 361, 184, 1577, 72, 194]","['M', 'A', 'Z', 'D', 'A', '\r']","[77, 65, 90, 68, 65, 13]",155747,1719776330872,3278,153356
1006,picture,33,5605,"[4086, 127, 242, 358, 184, 147, 98, 363]","['P', 'I', 'C', 'T', 'U', 'R', 'E', '\r']","[80, 73, 67, 84, 85, 82, 69, 13]",161353,1719776336478,4086,159833
1006,carburator,34,5812,"[2829, 149, 216, 319, 268, 238, 159, 173, 298, 313, 850]","['C', 'A', 'R', 'B', 'U', 'R', 'A', 'T', 'O', 'R', '\r']","[67, 65, 82, 66, 85, 82, 65, 84, 79, 82, 13]",167167,1719776342292,2829,164182
1006,disk,35,6009,"[4463, 231, 179, 604, 532]","['D', 'I', 'S', 'K', '\r']","[68, 73, 83, 75, 13]",173177,1719776348302,4463,171630
1006,lamp,36,5299,"[3660, 543, 193, 367, 536]","['L', 'A', 'M', 'P', '\r']","[76, 65, 77, 80, 13]",178476,1719776353601,3660,176837
1006,silly,37,5210,"[4157, 290, 74, 205, 176, 308]","['S', 'I', 'L', 'L', 'Y', '\r']","[83, 73, 76, 76, 89, 13]",183688,1719776358813,4157,182633
1007,gone,0,3055,"[1458, 172, 222, 95, 1108]","['G', 'O', 'N', 'E', '\r']","[71, 79, 78, 69, 13]",3058,1719775461381,1458,1458
1007,see,1,1923,"[1234, 226, 164, 299]","['S', 'E', 'E', '\r']","[83, 69, 69, 13]",4987,1719775463310,1234,4292
1007,what,2,1985,"[818, 440, 166, 227, 334]","['W', 'H', 'A', 'T', '\r']","[87, 72, 65, 84, 13]",6974,1719775465297,818,5805
1007,I,3,2427,"[1734, 160, 533]","['\x10', 'I', '\r']","[16, 73, 13]",9403,1719775467726,1734,8708
1007,too,4,2439,"[1259, 394, 214, 572]","['T', 'O', 'O', '\r']","[84, 79, 79, 13]",11844,1719775470167,1259,10662
1007,found,5,3119,"[1301, 311, 341, 312, 336, 518]","['F', 'O', 'U', 'N', 'D', '\r']","[70, 79, 85, 78, 68, 13]",14966,1719775473289,1301,13145
1007,spike,6,2609,"[1007, 420, 228, 301, 155, 498]","['S', 'P', 'I', 'K', 'E', '\r']","[83, 80, 73, 75, 69, 13]",17577,1719775475900,1007,15973
1007,ton,7,2363,"[1427, 237, 308, 391]","['T', 'O', 'N', '\r']","[84, 79, 78, 13]",19942,1719775478265,1427,19004
1007,food,8,2428,"[1239, 241, 233, 242, 473]","['F', 'O', 'O', 'D', '\r']","[70, 79, 79, 68, 13]",22372,1719775480695,1239,21181
1007,dog,9,2283,"[1311, 219, 196, 557]","['D', 'O', 'G', '\r']","[68, 79, 71, 13]",24657,1719775482980,1311,23683
1007,animal,10,2869,"[975, 369, 310, 347, 196, 156, 516]","['A', 'N', 'I', 'M', 'A', 'L', '\r']","[65, 78, 73, 77, 65, 76, 13]",27527,1719775485850,975,25632
1007,phone,11,4057,"[2650, 246, 234, 216, 177, 534]","['P', 'H', 'O', 'N', 'E', '\r']","[80, 72, 79, 78, 69, 13]",31586,1719775489909,2650,30177
1007,see,12,1705,"[896, 220, 179, 410]","['S', 'E', 'E', '\r']","[83, 69, 69, 13]",33292,1719775491615,896,32482
1007,do,13,1496,"[753, 243, 500]","['D', 'O', '\r']","[68, 79, 13]",34790,1719775493113,753,34045
1007,walk,14,1681,"[456, 238, 290, 292, 405]","['W', 'A', 'L', 'K', '\r']","[87, 65, 76, 75, 13]",36472,1719775494795,456,35246
1007,fond,15,2675,"[854, 492, 572, 263, 494]","['F', 'O', 'N', 'D', '\r']","[70, 79, 78, 68, 13]",39148,1719775497471,854,37326
1007,do,16,1745,"[1018, 265, 462]","['D', 'O', '\r']","[68, 79, 13]",40895,1719775499218,1018,40166
1007,my,17,1475,"[645, 416, 414]","['M', 'Y', '\r']","[77, 89, 13]",42372,1719775500695,645,41540
1007,day,18,3103,"[1349, 959, 397, 398]","['D', 'A', 'Y', '\r']","[68, 65, 89, 13]",45476,1719775503799,1349,43721
1007,gong,19,5409,"[2457, 242, 233, 1459, 494, 204, 319]","['G', 'O', 'G', '\x08', 'N', 'G', '\r']","[71, 79, 71, 8, 78, 71, 13]",50886,1719775509209,2457,47933
1007,pot,20,1910,"[1102, 210, 222, 376]","['P', 'O', 'T', '\r']","[80, 79, 84, 13]",52797,1719775511120,1102,51988
1007,ceiling,21,3742,"[1749, 312, 183, 399, 302, 201, 198, 398]","['C', 'E', 'I', 'L', 'I', 'N', 'G', '\r']","[67, 69, 73, 76, 73, 78, 71, 13]",56540,1719775514863,1749,54546
1007,flower,22,2421,"[829, 231, 257, 167, 199, 158, 580]","['F', 'L', 'O', 'W', 'E', 'R', '\r']","[70, 76, 79, 87, 69, 82, 13]",58962,1719775517285,829,57369
1007,hat,23,1883,"[1004, 146, 254, 479]","['H', 'A', 'T', '\r']","[72, 65, 84, 13]",60846,1719775519169,1004,59966
1007,iron,24,2436,"[1083, 233, 271, 286, 563]","['I', 'R', 'O', 'N', '\r']","[73, 82, 79, 78, 13]",63284,1719775521607,1083,61929
1007,vase,25,2972,"[1610, 155, 312, 234, 661]","['V', 'A', 'S', 'E', '\r']","[86, 65, 83, 69, 13]",66258,1719775524581,1610,64894
1007,done,26,2302,"[1264, 228, 269, 177, 364]","['D', 'O', 'N', 'E', '\r']","[68, 79, 78, 69, 13]",68562,1719775526885,1264,67522
1007,act,27,2085,"[659, 673, 308, 445]","['A', 'C', 'T', '\r']","[65, 67, 84, 13]",70648,1719775528971,659,69221
1007,see,28,1598,"[852, 206, 182, 358]","['S', 'E', 'E', '\r']","[83, 69, 69, 13]",72247,1719775530570,852,71500
1007,few,29,2037,"[656, 600, 226, 555]","['F', 'E', 'W', '\r']","[70, 69, 87, 13]",74286,1719775532609,656,72903
1007,ton,30,3220,"[1416, 423, 392, 989]","['T', 'O', 'N', '\r']","[84, 79, 78, 13]",77507,1719775535830,1416,75702
1007,keep,31,3069,"[1518, 285, 360, 400, 506]","['K', 'E', 'E', 'P', '\r']","[75, 69, 69, 80, 13]",80577,1719775538900,1518,79025
1007,run,32,1870,"[644, 511, 325, 390]","['R', 'U', 'N', '\r']","[82, 85, 78, 13]",82449,1719775540772,644,81221
1007,far,33,1604,"[608, 223, 284, 489]","['F', 'A', 'R', '\r']","[70, 65, 82, 13]",84054,1719775542377,608,83057
1007,together,34,3346,"[1245, 274, 296, 260, 264, 279, 174, 98, 456]","['T', 'O', 'G', 'E', 'T', 'H', 'E', 'R', '\r']","[84, 79, 71, 69, 84, 72, 69, 82, 13]",87402,1719775545725,1245,85299
1007,fox,35,3050,"[1801, 253, 481, 515]","['F', 'O', 'X', '\r']","[70, 79, 88, 13]",90454,1719775548777,1801,89203
1007,food,36,2647,"[1044, 273, 209, 647, 474]","['F', 'O', 'O', 'D', '\r']","[70, 79, 79, 68, 13]",93103,1719775551426,1044,91498
1007,glass,37,3364,"[2080, 215, 206, 315, 160, 388]","['G', 'L', 'A', 'S', 'S', '\r']","[71, 76, 65, 83, 83, 13]",96469,1719775554792,2080,95183
1007,headband,38,3671,"[1410, 146, 293, 315, 494, 161, 245, 150, 457]","['H', 'E', 'A', 'D', 'B', 'A', 'N', 'D', '\r']","[72, 69, 65, 68, 66, 65, 78, 68, 13]",100142,1719775558465,1410,97879
1007,turd,39,4166,"[2335, 442, 139, 525, 725]","['T', 'U', 'R', 'D', '\r']","[84, 85, 82, 68, 13]",104310,1719775562633,2335,102477
1007,bottle,40,3888,"[2229, 247, 245, 202, 258, 172, 535]","['B', 'O', 'T', 'T', 'L', 'E', '\r']","[66, 79, 84, 84, 76, 69, 13]",108199,1719775566522,2229,106539
1007,bag,41,1599,"[585, 103, 291, 620]","['B', 'A', 'G', '\r']","[66, 65, 71, 13]",109800,1719775568123,585,108784
1007,strap,42,2929,"[1338, 254, 225, 181, 490, 441]","['S', 'T', 'R', 'A', 'P', '\r']","[83, 84, 82, 65, 80, 13]",112731,1719775571054,1338,111138
1007,water,43,2124,"[626, 243, 231, 254, 127, 642]","['W', 'A', 'T', 'E', 'R', '\r']","[87, 65, 84, 69, 82, 13]",114857,1719775573180,626,113357
1007,can,44,2916,"[1954, 165, 347, 450]","['C', 'A', 'N', '\r']","[67, 65, 78, 13]",117774,1719775576097,1954,116811
1007,fart,45,2054,"[847, 165, 303, 245, 494]","['F', 'A', 'R', 'T', '\r']","[70, 65, 82, 84, 13]",119830,1719775578153,847,118621
1007,dumb,46,3975,"[2254, 693, 338, 315, 375]","['D', 'U', 'M', 'B', '\r']","[68, 85, 77, 66, 13]",123807,1719775582130,2254,122084
1007,sex,47,2762,"[1631, 242, 342, 547]","['S', 'E', 'X', '\r']","[83, 69, 88, 13]",126570,1719775584893,1631,125438
1007,done,48,2294,"[1294, 251, 238, 138, 373]","['D', 'O', 'N', 'E', '\r']","[68, 79, 78, 69, 13]",128866,1719775587189,1294,127864
1007,far,49,1427,"[565, 174, 275, 413]","['F', 'A', 'R', '\r']","[70, 65, 82, 13]",130294,1719775588617,565,129431
1007,ok,50,1888,"[1053, 398, 437]","['O', 'K', '\r']","[79, 75, 13]",132184,1719775590507,1053,131347
1007,whatever,51,3413,"[828, 374, 158, 279, 344, 291, 168, 407, 564]","['W', 'H', 'A', 'T', 'E', 'V', 'E', 'R', '\r']","[87, 72, 65, 84, 69, 86, 69, 82, 13]",135599,1719775593922,828,133012
1007,same,52,3979,"[489, 369, 244, 483, 1566, 266, 561]","['S', 'A', 'M', 'D', '\x08', 'E', '\r']","[83, 65, 77, 68, 8, 69, 13]",139580,1719775597903,489,136088
1007,take,53,2114,"[1102, 199, 271, 140, 402]","['T', 'A', 'K', 'E', '\r']","[84, 65, 75, 69, 13]",141696,1719775600019,1102,140682
1007,when,54,2551,"[1279, 359, 152, 302, 459]","['W', 'H', 'E', 'N', '\r']","[87, 72, 69, 78, 13]",144249,1719775602572,1279,142975
1007,tattoo,55,5626,"[2972, 752, 246, 639, 296, 252, 469]","['T', 'A', 'T', 'T', 'O', 'O', '\r']","[84, 65, 84, 84, 79, 79, 13]",149877,1719775608200,2972,147221
1007,frog,56,2294,"[1161, 237, 260, 189, 447]","['F', 'R', 'O', 'G', '\r']","[70, 82, 79, 71, 13]",152172,1719775610495,1161,151038
1007,rock,57,4098,"[1441, 895, 187, 389, 240, 330, 616]","['F', '\x08', 'R', 'O', 'C', 'K', '\r']","[70, 8, 82, 79, 67, 75, 13]",156271,1719775614594,1441,153613
1007,ski,58,2708,"[1415, 299, 463, 531]","['S', 'K', 'I', '\r']","[83, 75, 73, 13]",158981,1719775617304,1415,157686
1007,joist,59,6528,"[1725, 343, 248, 1115, 428, 447, 518, 171, 261, 325, 324, 622]","['F', 'O', 'I', '\x08', '\x08', '\x08', 'J', 'O', 'I', 'S', 'T', '\r']","[70, 79, 73, 8, 8, 8, 74, 79, 73, 83, 84, 13]",165510,1719775623833,1725,160706
1007,house,60,2199,"[857, 264, 280, 206, 252, 340]","['H', 'O', 'U', 'S', 'E', '\r']","[72, 79, 85, 83, 69, 13]",167710,1719775626033,857,166367
1007,car,61,1190,"[302, 187, 231, 470]","['C', 'A', 'R', '\r']","[67, 65, 82, 13]",168901,1719775627224,302,168012
1007,grow,62,5393,"[4044, 215, 412, 162, 560]","['G', 'R', 'O', 'W', '\r']","[71, 82, 79, 87, 13]",174296,1719775632619,4044,172945
1007,eat,63,2438,"[1379, 227, 229, 603]","['E', 'A', 'T', '\r']","[69, 65, 84, 13]",176735,1719775635058,1379,175675
1007,sleep,64,2782,"[754, 233, 189, 863, 188, 555]","['S', 'L', 'E', 'E', 'P', '\r']","[83, 76, 69, 69, 80, 13]",179519,1719775637842,754,177489
1007,drive,65,2133,"[607, 275, 488, 204, 221, 338]","['D', 'R', 'I', 'V', 'E', '\r']","[68, 82, 73, 86, 69, 13]",181653,1719775639976,607,180126
1008,apple,0,2991,"[1922, 189, 185, 200, 224, 271]","['A', 'P', 'P', 'L', 'E', '\r']","[65, 80, 80, 76, 69, 13]",2992,1719775435313,1922,1922
1008,pear,1,1765,"[1087, 183, 168, 80, 247]","['P', 'E', 'A', 'R', '\r']","[80, 69, 65, 82, 13]",4759,1719775437080,1087,4079
1008,banana,2,1784,"[481, 152, 151, 192, 217, 224, 367]","['B', 'A', 'N', 'A', 'N', 'A', '\r']","[66, 65, 78, 65, 78, 65, 13]",6544,1719775438865,481,5240
1008,dog,3,1327,"[551, 104, 441, 231]","['D', 'O', 'G', '\r']","[68, 79, 71, 13]",7872,1719775440193,551,7095
1008,cat,4,1239,"[376, 159, 289, 415]","['C', 'A', 'T', '\r']","[67, 65, 84, 13]",9112,1719775441433,376,8248
1008,yellow,5,2776,"[391, 16, 113, 495, 192, 192, 176, 177, 215, 416, 393]","['Y', 'U', 'E', '\x08', '\x08', 'E', 'L', 'L', 'O', 'W', '\r']","[89, 85, 69, 8, 8, 69, 76, 76, 79, 87, 13]",11889,1719775444210,391,9503
1008,flower,6,2584,"[1488, 144, 207, 81, 256, 63, 345]","['F', 'L', 'O', 'W', 'E', 'R', '\r']","[70, 76, 79, 87, 69, 82, 13]",14473,1719775446794,1488,13377
1008,orange,7,2167,"[807, 80, 200, 281, 175, 391, 233]","['O', 'R', 'A', 'N', 'G', 'E', '\r']","[79, 82, 65, 78, 71, 69, 13]",16640,1719775448961,807,15280
1008,wall,8,3153,"[2289, 176, 160, 192, 336]","['W', 'A', 'L', 'L', '\r']","[87, 65, 76, 76, 13]",19793,1719775452114,2289,18929
1008,picture,9,1839,"[599, 232, 176, 248, 104, 113, 87, 280]","['P', 'I', 'C', 'T', 'U', 'R', 'E', '\r']","[80, 73, 67, 84, 85, 82, 69, 13]",21632,1719775453953,599,20392
1008,paint,10,1959,"[703, 192, 144, 137, 416, 367]","['P', 'A', 'I', 'N', 'T', '\r']","[80, 65, 73, 78, 84, 13]",23592,1719775455913,703,22335
1008,wind,11,1567,"[735, 135, 97, 232, 368]","['W', 'I', 'N', 'D', '\r']","[87, 73, 78, 68, 13]",25160,1719775457481,735,24327
1008,fan,12,2679,"[344, 559, 193, 1583]","['F', 'A', 'N', '\r']","[70, 65, 78, 13]",27840,1719775460161,344,25504
1008,computer,13,2517,"[1253, 80, 184, 264, 96, 152, 112, 89, 287]","['C', 'O', 'M', 'P', 'U', 'T', 'E', 'R', '\r']","[67, 79, 77, 80, 85, 84, 69, 82, 13]",30360,1719775462681,1253,29093
1008,laptop,14,3536,"[704, 104, 288, 392, 320, 327, 137, 329, 935]","['L', 'A', 'W', '\x08', 'P', 'T', 'O', 'P', '\r']","[76, 65, 87, 8, 80, 84, 79, 80, 13]",33896,1719775466217,704,31064
1008,desktop,15,2527,"[599, 208, 353, 191, 384, 112, 185, 495]","['D', 'E', 'S', 'K', 'T', 'O', 'P', '\r']","[68, 69, 83, 75, 84, 79, 80, 13]",36424,1719775468745,599,34495
1008,vitamins,16,3727,"[1647, 104, 153, 143, 321, 376, 272, 216, 39, 192, 264]","['V', 'I', 'T', 'A', 'I', '\x08', 'M', 'I', 'N', 'S', '\r']","[86, 73, 84, 65, 73, 8, 77, 73, 78, 83, 13]",40152,1719775472473,1647,38071
1008,water,17,1321,"[352, 162, 118, 240, 32, 417]","['W', 'A', 'T', 'E', 'R', '\r']","[87, 65, 84, 69, 82, 13]",41473,1719775473794,352,40504
1008,cup,18,2879,"[2048, 104, 167, 560]","['C', 'U', 'P', '\r']","[67, 85, 80, 13]",44352,1719775476673,2048,43521
1008,calculator,19,5928,"[671, 192, 160, 200, 144, 168, 264, 120, 144, 657, 199, 232, 1915, 141, 145, 272, 304]","['C', 'A', 'L', 'C', 'U', 'L', 'T', 'O', 'R', '\x08', '\x08', '\x08', 'A', 'T', 'O', 'R', '\r']","[67, 65, 76, 67, 85, 76, 84, 79, 82, 8, 8, 8, 65, 84, 79, 82, 13]",50281,1719775482602,671,45023
1008,card,20,2447,"[1553, 174, 121, 312, 287]","['C', 'A', 'R', 'D', '\r']","[67, 65, 82, 68, 13]",52728,1719775485049,1553,51834
1008,purse,21,2184,"[521, 175, 160, 905, 183, 240]","['P', 'U', 'R', 'S', 'E', '\r']","[80, 85, 82, 83, 69, 13]",54912,1719775487233,521,53249
1008,wallet,22,3295,"[223, 344, 456, 120, 696, 209, 359, 322, 71, 151, 344]","['W', 'L', '\x08', 'A', 'L', 'L', 'T', '\x08', 'E', 'T', '\r']","[87, 76, 8, 65, 76, 76, 84, 8, 69, 84, 13]",58208,1719775490529,223,55135
1008,teal,23,2912,"[1160, 144, 137, 304, 1167]","['T', 'E', 'A', 'L', '\r']","[84, 69, 65, 76, 13]",61120,1719775493441,1160,59368
1008,cream,24,5192,"[4138, 190, 96, 161, 240, 367]","['C', 'R', 'E', 'A', 'M', '\r']","[67, 82, 69, 65, 77, 13]",66312,1719775498633,4138,65258
1008,graduate,25,4471,"[2440, 199, 113, 320, 191, 113, 224, 616, 255]","['G', 'R', 'A', 'D', 'U', 'A', 'T', 'E', '\r']","[71, 82, 65, 68, 85, 65, 84, 69, 13]",70784,1719775503105,2440,68752
1008,school,26,4816,"[3153, 409, 118, 176, 200, 368, 392]","['S', 'C', 'H', 'O', 'O', 'L', '\r']","[83, 67, 72, 79, 79, 76, 13]",75600,1719775507921,3153,73937
1008,lawn,27,2624,"[1617, 127, 256, 256, 368]","['L', 'A', 'W', 'N', '\r']","[76, 65, 87, 78, 13]",78225,1719775510546,1617,77217
1008,tower,28,3119,"[2223, 152, 112, 248, 80, 304]","['T', 'O', 'W', 'E', 'R', '\r']","[84, 79, 87, 69, 82, 13]",81344,1719775513665,2223,80448
1008,travel,29,5800,"[4345, 183, 144, 272, 336, 193, 327]","['T', 'R', 'A', 'V', 'E', 'L', '\r']","[84, 82, 65, 86, 69, 76, 13]",87144,1719775519465,4345,85689
1008,vacation,30,3175,"[767, 152, 272, 272, 608, 96, 216, 120, 97, 152, 423]","['V', 'A', 'C', 'T', '\x08', 'A', 'T', 'I', 'O', 'N', '\r']","[86, 65, 67, 84, 8, 65, 84, 73, 79, 78, 13]",90320,1719775522641,767,87911
1008,london,31,1847,"[479, 264, 95, 433, 144, 79, 352]","['L', 'O', 'N', 'D', 'O', 'N', '\r']","[76, 79, 78, 68, 79, 78, 13]",92168,1719775524489,479,90799
1008,paris,32,2152,"[704, 169, 159, 152, 664, 304]","['P', 'A', 'R', 'I', 'S', '\r']","[80, 65, 82, 73, 83, 13]",94320,1719775526641,704,92872
1008,england,33,3207,"[1497, 167, 199, 169, 127, 249, 616, 183]","['E', 'N', 'G', 'L', 'A', 'N', 'D', '\r']","[69, 78, 71, 76, 65, 78, 68, 13]",97528,1719775529849,1497,95817
1008,bristol,34,1856,"[385, 247, 105, 159, 208, 144, 290, 318]","['B', 'R', 'I', 'S', 'T', 'O', 'L', '\r']","[66, 82, 73, 83, 84, 79, 76, 13]",99384,1719775531705,385,97913
1008,cheese,35,2648,"[1072, 168, 152, 193, 432, 208, 423]","['C', 'H', 'E', 'E', 'S', 'E', '\r']","[67, 72, 69, 69, 83, 69, 13]",102032,1719775534353,1072,100456
