participantID,word_text,word_count,word_time,word_key_onsets,word_key_chars,word_key_codes,timestamp,timestamp_absolute,key_onset,key_onset_timestamp
1006,weather,14,5045,"[3235, 323, 180, 335, 112, 157, 127, 576]","['W', 'E', 'A', 'T', 'H', 'E', 'R', '\r']","[87, 69, 65, 84, 72, 69, 82, 13]",67363,1719776502072,3235,65551
1006,tape,15,4958,"[4219, 139, 194, 146, 260]","['T', 'A', 'P', 'E', '\r']","[84, 65, 80, 69, 13]",72322,1719776507031,4219,71582
1006,sock,16,4873,"[3884, 160, 214, 143, 472]","['S', 'O', 'C', 'K', '\r']","[83, 79, 67, 75, 13]",77197,1719776511906,3884,76206
1006,pistol,17,4469,"[3287, 96, 179, 113, 151, 209, 434]","['P', 'I', 'S', 'T', 'O', 'L', '\r']","[80, 73, 83, 84, 79, 76, 13]",81667,1719776516376,3287,80484
1006,wind,18,6810,"[5938, 281, 127, 142, 322]","['W', 'I', 'N', 'D', '\r']","[87, 73, 78, 68, 13]",88478,1719776523187,5938,87605
1006,juul,19,4284,"[3176, 315, 146, 241, 406]","['J', 'U', 'U', 'L', '\r']","[74, 85, 85, 76, 13]",92763,1719776527472,3176,91654
1006,hallucinations,20,8939,"[4105, 1342, 203, 173, 660, 383, 222, 245, 275, 166, 127, 150, 172, 221, 495]","['H', 'A', 'L', 'L', 'U', 'C', 'I', 'N', 'A', 'T', 'I', 'O', 'N', 'S', '\r']","[72, 65, 76, 76, 85, 67, 73, 78, 65, 84, 73, 79, 78, 83, 13]",101703,1719776536412,4105,96868
1006,shifter,21,5942,"[4087, 271, 260, 305, 265, 203, 146, 405]","['S', 'H', 'I', 'F', 'T', 'E', 'R', '\r']","[83, 72, 73, 70, 84, 69, 82, 13]",107646,1719776542355,4087,105790
1006,beard,22,6638,"[5217, 301, 172, 129, 179, 640]","['B', 'E', 'A', 'R', 'D', '\r']","[66, 69, 65, 82, 68, 13]",114286,1719776548995,5217,112863
1006,blonde,23,5401,"[3907, 213, 255, 262, 226, 182, 356]","['B', 'L', 'O', 'N', 'D', 'E', '\r']","[66, 76, 79, 78, 68, 69, 13]",119689,1719776554398,3907,118193
1006,doorknob,24,4424,"[2529, 251, 165, 125, 546, 193, 208, 203, 204]","['D', 'O', 'O', 'R', 'K', 'N', 'O', 'B', '\r']","[68, 79, 79, 82, 75, 78, 79, 66, 13]",124115,1719776558824,2529,122218
1006,lightbulb,25,4319,"[2270, 353, 291, 91, 144, 226, 284, 115, 208, 337]","['L', 'I', 'G', 'H', 'T', 'B', 'U', 'L', 'B', '\r']","[76, 73, 71, 72, 84, 66, 85, 76, 66, 13]",128435,1719776563144,2270,126385
1006,beach,26,10340,"[9275, 188, 163, 187, 125, 402]","['B', 'E', 'A', 'C', 'H', '\r']","[66, 69, 65, 67, 72, 13]",138776,1719776573485,9275,137710
1006,sandwhich,27,6900,"[4311, 349, 181, 203, 242, 243, 241, 229, 124, 777]","['S', 'A', 'N', 'D', 'W', 'H', 'I', 'C', 'H', '\r']","[83, 65, 78, 68, 87, 72, 73, 67, 72, 13]",145678,1719776580387,4311,143087
1006,mall,28,3135,"[2239, 269, 179, 150, 298]","['M', 'A', 'L', 'L', '\r']","[77, 65, 76, 76, 13]",148814,1719776583523,2239,147917
1006,speaker,29,7714,"[5559, 730, 394, 155, 224, 192, 114, 346]","['S', 'P', 'E', 'A', 'K', 'E', 'R', '\r']","[83, 80, 69, 65, 75, 69, 82, 13]",156530,1719776591239,5559,154373
1006,boring,30,4446,"[3039, 280, 311, 157, 146, 176, 337]","['B', 'O', 'R', 'I', 'N', 'G', '\r']","[66, 79, 82, 73, 78, 71, 13]",160977,1719776595686,3039,159569
1006,chili,31,3951,"[2543, 404, 233, 239, 254, 278]","['C', 'H', 'I', 'L', 'I', '\r']","[67, 72, 73, 76, 73, 13]",164929,1719776599638,2543,163520
1006,trapped,32,5043,"[3815, 94, 261, 183, 155, 160, 80, 295]","['T', 'R', 'A', 'P', 'P', 'E', 'D', '\r']","[84, 82, 65, 80, 80, 69, 68, 13]",169973,1719776604682,3815,168744
1006,belt,33,4186,"[3042, 90, 277, 274, 503]","['B', 'E', 'L', 'T', '\r']","[66, 69, 76, 84, 13]",174161,1719776608870,3042,173015
1006,grade,34,5150,"[3865, 140, 312, 141, 117, 575]","['G', 'R', 'A', 'D', 'E', '\r']","[71, 82, 65, 68, 69, 13]",179313,1719776614022,3865,178026
1006,hanger,35,3720,"[2538, 211, 229, 143, 178, 137, 284]","['H', 'A', 'N', 'G', 'E', 'R', '\r']","[72, 65, 78, 71, 69, 82, 13]",183035,1719776617744,2538,181851
1007,town,0,2443,"[1201, 195, 177, 394, 476]","['T', 'O', 'W', 'N', '\r']","[84, 79, 87, 78, 13]",2444,1719775696453,1201,1201
1007,fuck,1,2263,"[817, 534, 189, 350, 372]","['F', 'U', 'C', 'K', '\r']","[70, 85, 67, 75, 13]",4709,1719775698718,817,3261
1007,shit,2,1914,"[893, 208, 225, 202, 386]","['S', 'H', 'I', 'T', '\r']","[83, 72, 73, 84, 13]",6625,1719775700634,893,5602
1007,eat,3,1305,"[552, 197, 187, 369]","['E', 'A', 'T', '\r']","[69, 65, 84, 13]",7932,1719775701941,552,7177
1007,together,4,3764,"[1411, 177, 140, 523, 258, 256, 206, 132, 661]","['T', 'O', 'G', 'E', 'T', 'H', 'E', 'R', '\r']","[84, 79, 71, 69, 84, 72, 69, 82, 13]",11698,1719775705707,1411,9343
1007,fruit,5,5973,"[657, 2887, 691, 223, 569, 208, 225, 513]","['F', '\x08', 'F', 'R', 'U', 'I', 'T', '\r']","[70, 8, 70, 82, 85, 73, 84, 13]",17673,1719775711682,657,12355
1007,apple,6,2970,"[1324, 491, 199, 319, 177, 460]","['A', 'P', 'P', 'L', 'E', '\r']","[65, 80, 80, 76, 69, 13]",20644,1719775714653,1324,18997
1007,rug,7,2308,"[1066, 410, 215, 617]","['R', 'U', 'G', '\r']","[82, 85, 71, 13]",22954,1719775716963,1066,21710
1007,bug,8,1885,"[697, 363, 233, 592]","['B', 'U', 'G', '\r']","[66, 85, 71, 13]",24841,1719775718850,697,23651
1007,magazine,9,4068,"[1718, 119, 409, 174, 456, 300, 232, 131, 529]","['M', 'A', 'G', 'A', 'Z', 'I', 'N', 'E', '\r']","[77, 65, 71, 65, 90, 73, 78, 69, 13]",28910,1719775722919,1718,26559
1007,sign,10,3169,"[1769, 253, 448, 247, 452]","['S', 'I', 'G', 'N', '\r']","[83, 73, 71, 78, 13]",32082,1719775726091,1769,30679
1007,mouse,11,2487,"[1147, 206, 306, 222, 201, 405]","['M', 'O', 'U', 'S', 'E', '\r']","[77, 79, 85, 83, 69, 13]",34570,1719775728579,1147,33229
1007,phone,12,2166,"[867, 200, 327, 230, 162, 380]","['P', 'H', 'O', 'N', 'E', '\r']","[80, 72, 79, 78, 69, 13]",36739,1719775730748,867,35437
1007,too,13,1591,"[746, 228, 178, 439]","['T', 'O', 'O', '\r']","[84, 79, 79, 13]",38331,1719775732340,746,37485
1007,be,14,1563,"[872, 223, 468]","['B', 'E', '\r']","[66, 69, 13]",39896,1719775733905,872,39203
1007,let,15,1265,"[419, 148, 315, 383]","['L', 'E', 'T', '\r']","[76, 69, 84, 13]",41162,1719775735171,419,40315
1007,eat,16,1475,"[673, 203, 183, 416]","['E', 'A', 'T', '\r']","[69, 65, 84, 13]",42639,1719775736648,673,41835
1007,sleep,17,3297,"[1787, 432, 231, 167, 313, 367]","['S', 'L', 'E', 'E', 'P', '\r']","[83, 76, 69, 69, 80, 13]",45937,1719775739946,1787,44426
1007,pillow,18,2706,"[1073, 223, 322, 195, 287, 164, 442]","['P', 'I', 'L', 'L', 'O', 'W', '\r']","[80, 73, 76, 76, 79, 87, 13]",48644,1719775742653,1073,47010
1007,cat,19,3566,"[2657, 189, 267, 453]","['C', 'A', 'T', '\r']","[67, 65, 84, 13]",52212,1719775746221,2657,51301
1007,brush,20,2402,"[747, 260, 531, 151, 209, 504]","['B', 'R', 'U', 'S', 'H', '\r']","[66, 82, 85, 83, 72, 13]",54616,1719775748625,747,52959
1007,poop,21,4039,"[2544, 268, 465, 295, 467]","['P', 'O', 'O', 'P', '\r']","[80, 79, 79, 80, 13]",58657,1719775752666,2544,57160
1007,urine,22,3932,"[2351, 186, 149, 240, 464, 542]","['U', 'R', 'I', 'N', 'E', '\r']","[85, 82, 73, 78, 69, 13]",62590,1719775756599,2351,61008
1007,ass,23,2804,"[1834, 235, 141, 594]","['A', 'S', 'S', '\r']","[65, 83, 83, 13]",65396,1719775759405,1834,64424
1007,foot,24,2212,"[1161, 308, 176, 189, 378]","['F', 'O', 'O', 'T', '\r']","[70, 79, 79, 84, 13]",67610,1719775761619,1161,66557
1007,arm,25,1925,"[577, 470, 430, 448]","['A', 'R', 'M', '\r']","[65, 82, 77, 13]",69537,1719775763546,577,68187
1007,necklace,26,4402,"[2158, 212, 304, 240, 366, 163, 281, 274, 404]","['N', 'E', 'C', 'K', 'L', 'A', 'C', 'E', '\r']","[78, 69, 67, 75, 76, 65, 67, 69, 13]",73941,1719775767950,2158,71695
1007,boring,27,3520,"[1664, 240, 584, 233, 281, 193, 324]","['B', 'O', 'R', 'I', 'N', 'G', '\r']","[66, 79, 82, 73, 78, 71, 13]",77462,1719775771471,1664,75605
1007,help,28,2884,"[1593, 161, 259, 322, 549]","['H', 'E', 'L', 'P', '\r']","[72, 69, 76, 80, 13]",80347,1719775774356,1593,79055
1007,stop,29,2733,"[1259, 458, 319, 269, 428]","['S', 'T', 'O', 'P', '\r']","[83, 84, 79, 80, 13]",83081,1719775777090,1259,81606
1007,calm,30,4809,"[3566, 194, 261, 346, 442]","['C', 'A', 'L', 'M', '\r']","[67, 65, 76, 77, 13]",87892,1719775781901,3566,86647
1007,ice,31,2816,"[1353, 740, 250, 473]","['I', 'C', 'E', '\r']","[73, 67, 69, 13]",90710,1719775784719,1353,89245
1007,cream,32,3505,"[1084, 1209, 201, 306, 335, 370]","['C', 'R', 'E', 'A', 'M', '\r']","[67, 82, 69, 65, 77, 13]",94216,1719775788225,1084,91794
1007,mud,33,3858,"[2413, 527, 503, 415]","['M', 'U', 'D', '\r']","[77, 85, 68, 13]",98076,1719775792085,2413,96629
1007,race,34,3907,"[2137, 228, 505, 269, 768]","['R', 'A', 'C', 'E', '\r']","[82, 65, 67, 69, 13]",101984,1719775795993,2137,100213
1007,pond,35,4901,"[3649, 300, 274, 269, 409]","['P', 'O', 'N', 'D', '\r']","[80, 79, 78, 68, 13]",106887,1719775800896,3649,105633
1007,helmet,36,3138,"[1619, 176, 255, 339, 109, 318, 322]","['H', 'E', 'L', 'M', 'E', 'T', '\r']","[72, 69, 76, 77, 69, 84, 13]",110026,1719775804035,1619,108506
1007,stone,37,2741,"[1458, 252, 257, 252, 147, 375]","['S', 'T', 'O', 'N', 'E', '\r']","[83, 84, 79, 78, 69, 13]",112768,1719775806777,1458,111484
1007,dumpster,38,3420,"[924, 303, 281, 330, 487, 283, 208, 118, 486]","['D', 'U', 'M', 'P', 'S', 'T', 'E', 'R', '\r']","[68, 85, 77, 80, 83, 84, 69, 82, 13]",116190,1719775810199,924,113692
1007,dead,39,2455,"[1070, 279, 252, 273, 581]","['D', 'E', 'A', 'D', '\r']","[68, 69, 65, 68, 13]",118646,1719775812655,1070,117260
1007,hospital,40,5785,"[2696, 324, 887, 401, 289, 275, 221, 186, 506]","['H', 'O', 'S', 'P', 'I', 'T', 'A', 'L', '\r']","[72, 79, 83, 80, 73, 84, 65, 76, 13]",124433,1719775818442,2696,121342
1007,chair,41,2429,"[1034, 318, 145, 175, 222, 535]","['C', 'H', 'A', 'I', 'R', '\r']","[67, 72, 65, 73, 82, 13]",126864,1719775820873,1034,125467
1007,iv,42,2793,"[2135, 264, 394]","['I', 'V', '\r']","[73, 86, 13]",129659,1719775823668,2135,128999
1007,fun,43,2388,"[1436, 405, 230, 317]","['F', 'U', 'N', '\r']","[70, 85, 78, 13]",132049,1719775826058,1436,131095
1007,helicoptor,44,6691,"[1348, 221, 412, 427, 298, 315, 393, 1860, 374, 194, 849]","['H', 'E', 'L', 'I', 'C', 'O', 'P', 'T', 'O', 'R', '\r']","[72, 69, 76, 73, 67, 79, 80, 84, 79, 82, 13]",138742,1719775832751,1348,133397
1007,afgan,45,4788,"[3150, 323, 327, 181, 350, 457]","['A', 'F', 'G', 'A', 'N', '\r']","[65, 70, 71, 65, 78, 13]",143531,1719775837540,3150,141892
1007,runtz,46,5615,"[1454, 404, 1393, 551, 1139, 674]","['R', 'U', 'N', 'T', 'Z', '\r']","[82, 85, 78, 84, 90, 13]",149148,1719775843157,1454,144985
1007,quiet,47,3266,"[1410, 630, 186, 305, 287, 448]","['Q', 'U', 'I', 'E', 'T', '\r']","[81, 85, 73, 69, 84, 13]",152416,1719775846425,1410,150558
1007,fan,48,2011,"[1125, 223, 280, 383]","['F', 'A', 'N', '\r']","[70, 65, 78, 13]",154429,1719775848438,1125,153541
1007,stove,49,3676,"[2059, 247, 387, 203, 245, 535]","['S', 'T', 'O', 'V', 'E', '\r']","[83, 84, 79, 86, 69, 13]",158107,1719775852116,2059,156488
1007,water,50,2278,"[821, 242, 215, 263, 149, 588]","['W', 'A', 'T', 'E', 'R', '\r']","[87, 65, 84, 69, 82, 13]",160386,1719775854395,821,158928
1007,bowl,51,4589,"[2858, 268, 189, 832, 442]","['B', 'O', 'W', 'L', '\r']","[66, 79, 87, 76, 13]",164977,1719775858986,2858,163244
1007,fruit,52,3036,"[775, 243, 845, 192, 378, 603]","['F', 'R', 'U', 'I', 'T', '\r']","[70, 82, 85, 73, 84, 13]",168014,1719775862023,775,165752
1007,foot,53,3165,"[1491, 334, 230, 566, 544]","['F', 'O', 'O', 'T', '\r']","[70, 79, 79, 84, 13]",171181,1719775865190,1491,169505
1007,nail,54,2854,"[1160, 585, 202, 455, 452]","['N', 'A', 'I', 'L', '\r']","[78, 65, 73, 76, 13]",174037,1719775868046,1160,172341
1007,wood,55,2501,"[1176, 316, 210, 240, 559]","['W', 'O', 'O', 'D', '\r']","[87, 79, 79, 68, 13]",176539,1719775870548,1176,175213
1007,hockey,56,5611,"[3024, 624, 242, 322, 221, 713, 465]","['H', 'O', 'C', 'K', 'E', 'Y', '\r']","[72, 79, 67, 75, 69, 89, 13]",182152,1719775876161,3024,179563
1008,light,0,3066,"[1829, 229, 145, 192, 384, 287]","['L', 'I', 'G', 'H', 'T', '\r']","[76, 73, 71, 72, 84, 13]",3066,1719775717713,1829,1829
1008,fan,1,1375,"[304, 200, 535, 336]","['F', 'A', 'N', '\r']","[70, 65, 78, 13]",4442,1719775719089,304,3370
1008,dim,2,1175,"[303, 169, 327, 376]","['D', 'I', 'M', '\r']","[68, 73, 77, 13]",5618,1719775720265,303,4745
1008,dimmer,3,1279,"[311, 96, 256, 169, 143, 88, 216]","['D', 'I', 'M', 'M', 'E', 'R', '\r']","[68, 73, 77, 77, 69, 82, 13]",6898,1719775721545,311,5929
1008,remote,4,1872,"[474, 86, 184, 233, 120, 520, 255]","['R', 'E', 'M', 'O', 'T', 'E', '\r']","[82, 69, 77, 79, 84, 69, 13]",8770,1719775723417,474,7372
1008,husband,5,4017,"[1312, 200, 112, 489, 184, 175, 496, 592, 128, 328]","['H', 'U', 'S', 'B', 'A', 'N', 'N', '\x08', 'D', '\r']","[72, 85, 83, 66, 65, 78, 78, 8, 68, 13]",12787,1719775727434,1312,10082
1008,wife,6,1415,"[471, 224, 112, 330, 278]","['W', 'I', 'F', 'E', '\r']","[87, 73, 70, 69, 13]",14202,1719775728849,471,13258
1008,bed,7,2663,"[1616, 208, 264, 575]","['B', 'E', 'D', '\r']","[66, 69, 68, 13]",16866,1719775731513,1616,15818
1008,bedroom,8,1776,"[385, 167, 240, 208, 104, 192, 160, 320]","['B', 'E', 'D', 'R', 'O', 'O', 'M', '\r']","[66, 69, 68, 82, 79, 79, 77, 13]",18642,1719775733289,385,17251
1008,bathroom,9,2047,"[376, 175, 192, 160, 273, 128, 184, 159, 400]","['B', 'A', 'T', 'H', 'R', 'O', 'O', 'M', '\r']","[66, 65, 84, 72, 82, 79, 79, 77, 13]",20690,1719775735337,376,19018
1008,halogen,10,2040,"[545, 127, 264, 216, 145, 185, 207, 351]","['H', 'A', 'L', 'O', 'G', 'E', 'N', '\r']","[72, 65, 76, 79, 71, 69, 78, 13]",22730,1719775737377,545,21235
1008,dimmed,11,4839,"[3136, 119, 176, 193, 160, 576, 479]","['D', 'I', 'M', 'M', 'E', 'D', '\r']","[68, 73, 77, 77, 69, 68, 13]",27570,1719775742217,3136,25866
1008,control,12,4184,"[2969, 104, 135, 128, 218, 102, 233, 295]","['C', 'O', 'N', 'T', 'R', 'O', 'L', '\r']","[67, 79, 78, 84, 82, 79, 76, 13]",31754,1719775746401,2969,30539
1008,cover,13,1535,"[591, 58, 174, 224, 88, 400]","['C', 'O', 'V', 'E', 'R', '\r']","[67, 79, 86, 69, 82, 13]",33290,1719775747937,591,32345
1008,sheet,14,2919,"[1841, 134, 112, 137, 183, 512]","['S', 'H', 'E', 'E', 'T', '\r']","[83, 72, 69, 69, 84, 13]",36210,1719775750857,1841,35131
1008,pillow,15,2208,"[887, 297, 176, 176, 208, 120, 344]","['P', 'I', 'L', 'L', 'O', 'W', '\r']","[80, 73, 76, 76, 79, 87, 13]",38419,1719775753066,887,37097
1008,rug,16,1623,"[959, 136, 297, 231]","['R', 'U', 'G', '\r']","[82, 85, 71, 13]",40042,1719775754689,959,39378
1008,dresser,17,2151,"[719, 193, 95, 224, 169, 176, 128, 447]","['D', 'R', 'E', 'S', 'S', 'E', 'R', '\r']","[68, 82, 69, 83, 83, 69, 82, 13]",42194,1719775756841,719,40761
1008,bed,18,2312,"[704, 176, 249, 1183]","['B', 'E', 'D', '\r']","[66, 69, 68, 13]",44506,1719775759153,704,42898
1008,side,19,1168,"[256, 304, 80, 240, 288]","['S', 'I', 'D', 'E', '\r']","[83, 73, 68, 69, 13]",45674,1719775760321,256,44762
1008,table,20,1519,"[359, 154, 271, 175, 241, 319]","['T', 'A', 'B', 'L', 'E', '\r']","[84, 65, 66, 76, 69, 13]",47194,1719775761841,359,46033
1008,comforter,21,6087,"[3216, 79, 289, 560, 160, 391, 561, 184, 79, 568]","['C', 'O', 'M', 'F', 'O', 'R', 'T', 'E', 'R', '\r']","[67, 79, 77, 70, 79, 82, 84, 69, 82, 13]",53282,1719775767929,3216,50410
1008,clothes,22,4496,"[3193, 144, 240, 160, 135, 104, 209, 311]","['C', 'L', 'O', 'T', 'H', 'E', 'S', '\r']","[67, 76, 79, 84, 72, 69, 83, 13]",57778,1719775772425,3193,56475
1008,dust,23,1631,"[392, 119, 417, 287, 416]","['D', 'U', 'S', 'T', '\r']","[68, 85, 83, 84, 13]",59410,1719775774057,392,58170
1008,towel,24,1991,"[855, 128, 200, 297, 191, 320]","['T', 'O', 'W', 'E', 'L', '\r']","[84, 79, 87, 69, 76, 13]",61402,1719775776049,855,60265
1008,dirty,25,2865,"[520, 136, 129, 231, 737, 136, 232, 744]","['D', 'I', 'R', 'Y', '\x08', 'T', 'Y', '\r']","[68, 73, 82, 89, 8, 84, 89, 13]",64267,1719775778914,520,61922
1008,basket,26,3927,"[1545, 182, 1097, 288, 360, 207, 248]","['B', 'A', 'S', 'K', 'E', 'T', '\r']","[66, 65, 83, 75, 69, 84, 13]",68194,1719775782841,1545,65812
1008,rocking,27,4688,"[3360, 127, 208, 160, 249, 88, 127, 369]","['R', 'O', 'C', 'K', 'I', 'N', 'G', '\r']","[82, 79, 67, 75, 73, 78, 71, 13]",72883,1719775787530,3360,71554
1008,blanket,28,3422,"[1959, 168, 151, 145, 192, 353, 279, 175]","['B', 'L', 'A', 'N', 'K', 'E', 'T', '\r']","[66, 76, 65, 78, 75, 69, 84, 13]",76306,1719775790953,1959,74842
1008,tooth,29,4129,"[3233, 145, 190, 169, 111, 281]","['T', 'O', 'O', 'T', 'H', '\r']","[84, 79, 79, 84, 72, 13]",80435,1719775795082,3233,79539
1008,brush,30,1368,"[159, 249, 119, 200, 153, 488]","['B', 'R', 'U', 'S', 'H', '\r']","[66, 82, 85, 83, 72, 13]",81803,1719775796450,159,80594
1008,paste,31,1831,"[456, 160, 191, 232, 281, 511]","['P', 'A', 'S', 'T', 'E', '\r']","[80, 65, 83, 84, 69, 13]",83634,1719775798281,456,82259
1008,cup,32,1144,"[352, 79, 248, 465]","['C', 'U', 'P', '\r']","[67, 85, 80, 13]",84779,1719775799426,352,83986
1008,sink,33,1991,"[1111, 168, 120, 274, 318]","['S', 'I', 'N', 'K', '\r']","[83, 73, 78, 75, 13]",86770,1719775801417,1111,85890
1008,mouth,34,3513,"[2248, 218, 70, 161, 144, 672]","['M', 'O', 'U', 'T', 'H', '\r']","[77, 79, 85, 84, 72, 13]",90283,1719775804930,2248,89018
1008,wash,35,1312,"[263, 201, 240, 144, 464]","['W', 'A', 'S', 'H', '\r']","[87, 65, 83, 72, 13]",91595,1719775806242,263,90546
1008,shower,36,4335,"[3047, 393, 191, 71, 258, 103, 272]","['S', 'H', 'O', 'W', 'E', 'R', '\r']","[83, 72, 79, 87, 69, 82, 13]",95931,1719775810578,3047,94642
1008,closet,37,2944,"[1576, 128, 191, 393, 167, 225, 264]","['C', 'L', 'O', 'S', 'E', 'T', '\r']","[67, 76, 79, 83, 69, 84, 13]",98875,1719775813522,1576,97507
