participantID,comp_Q1,comp_Q2,comp_Q8,comp_Q9,comp_Q11,comp_Q13,comp_Q16,comp_Q17,comp_Q18,comp_Q19,comp_Q23,comp_Q25,comp_Q3,comp_Q4,comp_Q5,comp_Q6,comp_Q10,comp_Q12,comp_Q14,comp_Q15,comp_Q20,comp_Q22,comp_Q24,comp_Q26,comp_raw,comp_prop,specific_prop,general_prop,catch_prop,tran_Q1,tran_Q2,tran_Q3,tran_Q4,tran_Q5,tran_Q6,tran_Q7,tran_Q8,tran_Q9,tran_Q10,tran_Q11,tran_Q12,tran_Q13,tran_raw,tran_raw_all,tran_raw_10,tran_prop,tran_prop_all,tran_prop_10,read_story,read_enjoy,wcg_strategy,wcg1_sound_meaning,wcg2_sound_meaning,guess_experiment,wcg_diff_general,linger_rating,volition,volition_explanation,linger_rating_start,linger_rating_end,wcg_diff_emotion,wcg_diff_topics,wcg_diff_ease,wcg_diff_tired,wcg_diff_bored,wcg_diff_thoughts,wcg_diff_explanation,demographics_country,demographics_currenttime,demographics_age,demographics_gender,demographics_hand,demographics_nativelang,demographics_nativelang_text,demographics_fluency,demographics_fluency_text,demographics_race,demographics_attncheck,demographics_hispanic,demographics_education,demographics_reading,content_attention,content_attention_text,clarity_rating,clarity_explanation,open_box,exp_time_away,consent_stage_start,content_warning_stage_start,free_association_post_stage_start,free_association_pre_stage_start,fullscreen_stage_start,general_instructions_stage_start,initializing_stage_start,questionnaire_comprehension_stage_start,questionnaire_demographics_stage_start,questionnaire_experience_stage_start,questionnaire_open_stage_start,questionnaire_transportation_stage_start,reading_stage_start,welcome_stage_start,consent_stage_end,content_warning_stage_end,free_association_post_stage_end,free_association_pre_stage_end,fullscreen_stage_end,general_instructions_stage_end,initializing_stage_end,questionnaire_comprehension_stage_end,questionnaire_demographics_stage_end,questionnaire_experience_stage_end,questionnaire_open_stage_end,questionnaire_transportation_stage_end,reading_stage_end,welcome_stage_end,consent_time,content_warning_time,free_association_post_time,free_association_pre_time,fullscreen_time,general_instructions_time,initializing_time,questionnaire_comprehension_time,questionnaire_demographics_time,questionnaire_experience_time,questionnaire_open_time,questionnaire_transportation_time,reading_time,welcome_time,free_association_post_task_start,free_association_pre_task_start,reading_task_start,free_association_post_task_end,free_association_pre_task_end,reading_task_end,spr_time,spr/char,spr-wcg-break,rt_max,rt_max_post,rt_mean,time_away_consent,time_away_content_warning,time_away_free_association_post,time_away_free_association_pre,time_away_fullscreen,time_away_general_instructions,time_away_initializing,time_away_questionnaire_comprehension,time_away_questionnaire_demographics,time_away_questionnaire_experience,time_away_questionnaire_open,time_away_questionnaire_transportation,time_away_reading,time_away_welcome,attncheck,focusevents,spr_max,mean_sr_post,mean_sr_pre,mean_rt_post,mean_rt_pre,mean_sr_30s_post,mean_sr_30s_pre,mean_rt_30s_post,mean_rt_30s_pre
2097,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,True,21.0,0.875,1.0,0.75,1.0,5.0,2.0,4.0,5.0,4.0,3.0,7.0,5.0,2.0,4.0,1.0,1.0,2.0,41.0,45.0,38.0,0.4880952380952381,0.4945054945054945,0.5428571428571428,N,1.0,I tried to pick words that were not dead ends,meaning,meaning,How the story effected the words I picked,I felt disturbed,5.0,unintentional,I was trying to not to think about it too much.,5.0,2.0,4.0,5.0,4.0,1.0,3.0,3.0,The game took my mind off of the story,USA,15:53,30-34,F,Right,Y,,Y,,White,1,N,3,10,N,,3.0,How to play the word game,,0.0,1712344352999.0,1712344348625.0,1712346065500.0,1712345108507.0,1712344364491.0,1712345108507.0,1712344259583.0,1712347004589.0,1712347334704.0,1712347182879.0,1712347379414.0,1712346940513.0,1712345550845.0,1712344259681.0,1712344364490.0,1712344352998.0,1712346940511.0,1712345550844.0,1712345108505.0,1712345108507.0,1712344259679.0,1712347182877.0,1712347379413.0,1712347334700.0,1712347398720.0,1712347004585.0,1712346065499.0,1712344348624.0,11491.0,4373.0,875011.0,442337.0,744014.0,0.0,96.0,178288.0,44709.0,151821.0,19306.0,64072.0,514654.0,88943.0,1712346082974.0,1712345132951.0,1712345563350.0,1712346940511.0,1712345550844.0,1712346065499.0,502149.0,0.7102314075019805,17475.0,788845.0,788845.0,53841.79365079365,4660.0,0.0,0.0,0.0,717696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,7776.0,3.68905325443787,2.782323232323232,61252.142857142855,46431.444444444445,3.1,3.140151515151515,3100.75,4869.0
2098,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,23.0,0.9583333333333334,0.9166666666666666,1.0,1.0,3.0,1.0,5.0,6.0,4.0,7.0,1.0,4.0,2.0,1.0,1.0,2.0,4.0,37.0,41.0,31.0,0.44047619047619047,0.45054945054945056,0.44285714285714284,N,4.0,I named some things that were on my desk.,none,none,Maybe something about how people remember a story.,It felt a bit harder to come up with words to type.,4.0,intentional,I was just thinking about what happened in the story. Maybe reflecting is a better word.,4.0,2.0,1.0,3.0,5.0,3.0,4.0,1.0,It felt difficult to come up with words because I was trying to think about what happened during the story. The word game was pretty boring too.,USA,14:35,25-29,M,Right,Y,,Y,,Black,1,N,2,7,N,,6.0,,,0.0,1712340350516.0,1712340345639.0,1712341274476.0,1712340381283.0,1712340354836.0,1712340368847.0,1712340340514.0,1712341564740.0,1712342109754.0,1712341741428.0,1712342213489.0,1712341492403.0,1712340597416.0,1712340340663.0,1712340354835.0,1712340350515.0,1712341492402.0,1712340597415.0,1712340368847.0,1712340381283.0,1712340340663.0,1712341741427.0,1712342213487.0,1712342109735.0,1712342226294.0,1712341564739.0,1712341274475.0,1712340345639.0,4319.0,4876.0,217926.0,216132.0,14011.0,12436.0,149.0,176687.0,103733.0,368307.0,12805.0,72336.0,677059.0,4976.0,1712341305615.0,1712340416800.0,1712340614390.0,1712341492402.0,1712340597415.0,1712341274475.0,660085.0,0.7749596054352624,31140.0,12366.0,12366.0,3379.9952766531715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3222.0,1,0,31016.0,2.783450806439937,2.4589956775997965,3591.6923076923076,3168.2982456140353,3.2539047619047623,1.78,2777.2,2772.7
2099,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,22.0,0.9166666666666666,1.0,0.8333333333333334,1.0,5.0,1.0,5.0,7.0,4.0,7.0,5.0,3.0,2.0,2.0,1.0,4.0,4.0,46.0,50.0,38.0,0.5476190476190477,0.5494505494505495,0.5428571428571428,N,4.0,used objects around the room or feelings to jump start a chain when stuck,meaning,none,How a story effects your thoughts/mood,I felt sadder and started to choose words that would cheer me up,3.0,unintentional,I was trying to not let the story effect me but I could feel it popping up in my thoughts here and there,4.0,2.0,6.0,4.0,2.0,4.0,4.0,2.0,Initially felt sad after reading the story but tried to put that feeling out of my mind using the words I typed in the word chain game,USA,17:36,50-54,F,Right,Y,,Y,,White,1,N,2,5,N,,7.0,,I found this study interesting and not at all boring.  Thank you for allowing me to participate.,0.0,1712264401616.0,1712264393633.0,1712265569369.0,1712264696631.0,1712264611081.0,1712264619848.0,1712264390704.0,1712265850050.0,1712266568436.0,1712266049883.0,1712266634755.0,1712265778990.0,1712264905103.0,1712264390798.0,1712264611080.0,1712264401615.0,1712265778988.0,1712264905103.0,1712264619847.0,1712264696631.0,1712264390797.0,1712266049882.0,1712266634754.0,1712266568433.0,1712266712649.0,1712265850048.0,1712265569369.0,1712264393632.0,209464.0,7982.0,209619.0,208472.0,8766.0,76783.0,93.0,199832.0,66318.0,518550.0,77894.0,71058.0,664266.0,2834.0,1712265596568.0,1712264725055.0,1712264924287.0,1712265778988.0,1712264905102.0,1712265569369.0,645082.0,0.7093664231976107,27199.0,26174.0,8627.0,5534.857517482517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,10308.0,3.1210932718075575,2.8610139860139863,4145.522727272727,6924.192307692308,2.147089947089947,2.7800000000000002,3061.222222222222,5865.6
2100,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,False,True,True,False,True,20.0,0.8333333333333334,0.9166666666666666,0.75,1.0,6.0,1.0,6.0,6.0,5.0,7.0,4.0,5.0,3.0,1.0,1.0,6.0,7.0,53.0,58.0,40.0,0.6309523809523809,0.6373626373626373,0.5714285714285714,Y,6.0,none,none,none,Word recognition,The story was in my mind ,6.0,neither,I tried not to think of the story ,4.0,2.0,4.0,5.0,5.0,5.0,5.0,4.0,None,USA,11:18,60-64,M,Right,Y,,Y,,White,1,N,3,8,N,,7.0,,,0.0,1712328724129.0,1712328721355.0,1712329815659.0,1712328737511.0,1712328729218.0,1712328733577.0,1712328718336.0,1712330043724.0,1712330306130.0,1712330196017.0,1712330351767.0,1712330006964.0,1712328930195.0,1712328718426.0,1712328729217.0,1712328724128.0,1712330006962.0,1712328930195.0,1712328733576.0,1712328737511.0,1712328718425.0,1712330196016.0,1712330351765.0,1712330306127.0,1712330359405.0,1712330043722.0,1712329815658.0,1712328721354.0,5088.0,2773.0,191303.0,192684.0,4358.0,3934.0,89.0,152292.0,45635.0,110110.0,7638.0,36758.0,885463.0,2928.0,1712329825933.0,1712328745486.0,1712328939514.0,1712330006962.0,1712328930195.0,1712329815658.0,876144.0,0.9072031664856193,10275.0,7376.0,5807.0,2638.837484433375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,138312.0,2.5861412500542937,2.1360218728639784,2479.4931506849316,2798.181818181818,3.0666906216313334,1.9142857142857144,2130.285714285714,2838.1
2101,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,6.0,0.25,0.3333333333333333,0.16666666666666666,1.0,7.0,1.0,7.0,7.0,5.0,7.0,1.0,6.0,2.0,1.0,1.0,4.0,1.0,45.0,50.0,40.0,0.5357142857142857,0.5494505494505495,0.5714285714285714,N,6.0,I just created my own story to help chain words together.,sound,none,How well I can create a passage or story to be told.,I did not feel any differences.,5.0,neither,"I read the story and made sure I created my own, so that nothing would be linked together.",6.0,2.0,5.0,6.0,7.0,4.0,6.0,1.0,"I did not feel any changes. The word chain game, felt the same.",USA,12:33,35-39,M,Left,Y,,Y,,Black,1,N,1,4,N,,7.0,,,0.0,1712343793703.0,1712343789715.0,1712344892034.0,1712344040255.0,1712343797734.0,1712343849180.0,1712343784345.0,1712345216574.0,1712345574242.0,1712345397982.0,1712345609061.0,1712345121594.0,1712344270858.0,1712343784558.0,1712343797731.0,1712343793700.0,1712345121590.0,1712344270857.0,1712343849178.0,1712344040253.0,1712343784557.0,1712345397977.0,1712345609057.0,1712345574234.0,1712345621271.0,1712345216567.0,1712344892034.0,1712343789713.0,4028.0,3985.0,229556.0,230602.0,51444.0,191073.0,212.0,181403.0,34815.0,176252.0,12210.0,94973.0,621176.0,5155.0,1712344902471.0,1712344051653.0,1712344283255.0,1712345121589.0,1712344270856.0,1712344892034.0,608779.0,0.3425271984122161,10437.0,57460.0,49101.0,3082.6190476190477,0.0,0.0,0.0,0.0,813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,120621.0,2.633053613053613,3.0308008658008654,2844.935064935065,3320.3030303030305,2.9499999999999997,2.902597402597402,3698.0,3452.75
2102,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,22.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,5.0,2.0,3.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,4.0,5.0,36.0,39.0,27.0,0.42857142857142855,0.42857142857142855,0.38571428571428573,N,2.0,I simply wrote words as they came to me,meaning,meaning,How a disturbing story can affect people's train of thought,I was writing some more dark words in the second round,4.0,intentional,"I think the story caused some of the words I wrote in the second round to be darker. The words I wrote didn't specifically have to do with the story, but they were a little more ominous in general. I think this is because the story put me in a bit of a somber mood.",4.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,I definitely felt like I was choosing more somber words in the second round than in the first round of the game. I didn't notice any changes in energy or boredom while playing either of the games. And the difficulty felt the same for both rounds.,USA,13:03,25-29,M,Right,Y,,Y,,White,1,N,4,9,N,,6.0,,,0.0,1712338337165.0,1712338335033.0,1712339204423.0,1712338365865.0,1712338342538.0,1712338352469.0,1712338333908.0,1712339467138.0,1712340210689.0,1712339699960.0,1712340255501.0,1712339422245.0,1712338570458.0,1712338334112.0,1712338342537.0,1712338337164.0,1712339422244.0,1712338570458.0,1712338352468.0,1712338365864.0,1712338334111.0,1712339699959.0,1712340255500.0,1712340210687.0,1712340270226.0,1712339467137.0,1712339204422.0,1712338335032.0,5372.0,2131.0,217821.0,204593.0,9930.0,13395.0,203.0,232821.0,44811.0,510727.0,14725.0,44892.0,633964.0,920.0,1712339238609.0,1712338388766.0,1712338579386.0,1712339422244.0,1712338570457.0,1712339204422.0,625036.0,0.608760201443858,34187.0,11698.0,11698.0,2712.306338028169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,28968.0,2.982279672708244,2.6863867778693153,2586.112676056338,2838.5,3.208133971291866,2.779166666666667,1549.7894736842106,2152.3846153846152
2103,False,False,True,True,False,False,False,False,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,11.0,0.4583333333333333,0.5,0.4166666666666667,0.5,7.0,1.0,4.0,7.0,3.0,5.0,6.0,7.0,5.0,2.0,1.0,6.0,7.0,58.0,61.0,45.0,0.6904761904761905,0.6703296703296703,0.6428571428571429,N,7.0,word chain after reading the story actually recalled me of story and the events explained in the story and words i mentioned in word chain were actually used in the story because story left very strong impact on my mind,sound,equal,it was a good exercise to increase vocabulary as well as checking your active mildness,"before i had no word bank in my mind, but after reading the story, i had a huge list",7.0,intentional,it was a good experience in terms of learning new words or implementing narrated words in new terms and new story ,7.0,7.0,5.0,6.0,7.0,6.0,1.0,5.0,i felt my self more spontaneous in second round of word chain ,USA,18:00,40-44,F,Right,N,kashmeeri,Y,,NativeAmerican,1,NONE,5,7,N,,7.0,,"it was an interesting story, i liked and will be waiting to read more",0.0,1712265577274.0,1712265564358.0,1712266653082.0,1712265658279.0,1712265643133.0,1712265658278.0,1712265556297.0,1712266977744.0,1712267939933.0,1712267496434.0,1712268110940.0,1712266861650.0,1712265871006.0,1712265556448.0,1712265643131.0,1712265577273.0,1712266861648.0,1712265871006.0,1712265658278.0,1712265658279.0,1712265556446.0,1712267496432.0,1712268110939.0,1712267939921.0,1712268161345.0,1712266977739.0,1712266653082.0,1712265564356.0,65857.0,12915.0,208566.0,212727.0,15145.0,1.0,149.0,518688.0,171006.0,443487.0,50405.0,116089.0,782076.0,7908.0,1712266672240.0,1712265688098.0,1712265890898.0,1712266861648.0,1712265871005.0,1712266653082.0,762184.0,0.14545935164507398,19158.0,17069.0,15839.0,6217.164324324324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,14436.0,4.791050254093732,2.254978354978355,5118.648648648648,7315.68,4.9444805194805195,2.3333333333333335,4205.0,9239.0
2104,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,24.0,1.0,1.0,1.0,1.0,7.0,1.0,5.0,6.0,5.0,7.0,5.0,6.0,1.0,2.0,1.0,6.0,6.0,53.0,58.0,41.0,0.6309523809523809,0.6373626373626373,0.5857142857142857,N,6.0,"None, I just let it flow.",sound,sound,How one's word choices change subconsciously after reading a story,I was acutely aware that my words may be different or influenced by the story,5.0,both,"Occasionally, I'd type something and see if there was a connection to the story, I was curious about it, and wanted to keep the random flow.",5.0,5.0,4.0,4.0,1.0,1.0,1.0,5.0,"I felt unsure if I was being affected by the story- I wanted to write randomly, and I feel I did, but I was also very curious as to whether there was anything subconscious going on",USA,15:28,50-54,M,Left,Y,,Y,,White,1,Y,3,10,N,,7.0,,Definitely one of the more interesting surveys,0.0,1712343804346.0,1712343801635.0,1712344592740.0,1712343838994.0,1712343821344.0,1712343828968.0,1712343800082.0,1712344843063.0,1712345244042.0,1712345020909.0,1712345322781.0,1712344796284.0,1712344035034.0,1712343800193.0,1712343821344.0,1712343804346.0,1712344796283.0,1712344035033.0,1712343828968.0,1712343838994.0,1712343800192.0,1712345020908.0,1712345322780.0,1712345244040.0,1712345349930.0,1712344843062.0,1712344592739.0,1712343801634.0,16998.0,2711.0,203543.0,196039.0,7624.0,10026.0,110.0,177845.0,78738.0,223131.0,27149.0,46778.0,557705.0,1441.0,1712344612648.0,1712343853744.0,1712344041852.0,1712344796283.0,1712344035033.0,1712344592739.0,550887.0,0.7620229544378991,19909.0,8594.0,8594.0,3852.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,8058.0,1.7513320013320013,1.6574675324675325,4080.4,3625.48,1.2233766233766235,1.2376623376623377,3535.25,3601.625
2105,True,True,True,False,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,True,True,True,False,True,13.0,0.5416666666666666,0.5833333333333334,0.5,1.0,6.0,1.0,5.0,5.0,6.0,7.0,4.0,5.0,1.0,1.0,1.0,4.0,4.0,44.0,50.0,36.0,0.5238095238095238,0.5494505494505495,0.5142857142857142,N,4.0,I used most items that I saw around me. I tried using the words that came in mind I was not trying to find the meaning.,meaning,meaning,It was trying to measure how one could recall things after doing something different.,"before reading the story. I was very open-minded about typing the words, and after reading the story, I was narrowly mined, words kept on coming into my mind.",4.0,unintentional,I tried to take my mind off of the story after reading; this was because I wanted to relax from the long reading and try to understand the picture the story was painting.,4.0,5.0,2.0,4.0,6.0,3.0,2.0,1.0,I wanted to know how the story could have ended. I was quite nice and wonderful in my change of mood while reading the story. I was very calm while reading. It was an interesting one. I had to pay full attention in order to understand the picture and the context of the story. ,USA,09:23,35-39,M,Right,Y,,Y,,Black,1,N,4,7,N,,7.0,,N/A,258749.0,1712329785972.0,1712329773381.0,1712331983062.0,1712330379594.0,1712329789836.0,1712330363924.0,1712329026305.0,1712332426905.0,1712334212935.0,1712333011572.0,1712334311753.0,1712332301322.0,1712330614088.0,1712329028209.0,1712329789835.0,1712329785969.0,1712332301320.0,1712330614087.0,1712330363921.0,1712330379592.0,1712329028204.0,1712333011565.0,1712334311749.0,1712334212924.0,1712334335767.0,1712332426897.0,1712331983061.0,1712329773373.0,3863.0,12588.0,318258.0,234493.0,574085.0,15668.0,1899.0,584660.0,98814.0,1201352.0,24014.0,125575.0,1368973.0,745164.0,1712332118187.0,1712330422032.0,1712330659570.0,1712332301320.0,1712330614087.0,1712331983061.0,1323491.0,0.5502177860136354,135126.0,33390.0,9793.0,5838.471804511279,0.0,0.0,91039.0,0.0,545245.0,0.0,0.0,0.0,917.0,153453.0,0.0,0.0,14257.0,560860.0,1,11,40833.0,2.824195624195624,2.7843668569755526,4818.6578947368425,6858.285714285715,2.14,3.2243478260869565,4525.833333333333,4116.0
2106,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,23.0,0.9583333333333334,1.0,0.9166666666666666,1.0,5.0,1.0,4.0,3.0,3.0,5.0,1.0,2.0,4.0,1.0,1.0,4.0,5.0,36.0,39.0,27.0,0.42857142857142855,0.42857142857142855,0.38571428571428573,N,4.0,I mostly used word association when listing words. I pick a word and list out anything that could come to mind that was associated with it until I ran out of ideas. I would then just pick a new word and go from there.,meaning,meaning,How accurate one can recall information recently presented after engaging in a small activity.,"I would use the same strategy as the first round, but I did use a lot of words associated with the story so I can reinforce it in my memory.",4.0,intentional,I would try to recall key events and elements from the story and use those words in the chain game.,6.0,4.0,2.0,6.0,6.0,2.0,4.0,2.0,"I was just more actively engaged in the game because I was trying to recall events and elements and incorporate them into the game itself. There was just more of a mental effort as I connected the story with the game. In some ways the game became easier because I had a recent list to draw from, until I ran out and had to rely on old strategies.",USA,23:07,35-39,M,Right,Y,,Y,,MORE,1,Y,4,4,N,,7.0,,,0.0,1712338451476.0,1712338448320.0,1712339595324.0,1712338758306.0,1712338457559.0,1712338566906.0,1712338438724.0,1712339870227.0,1712340444853.0,1712340038675.0,1712340488402.0,1712339794524.0,1712338955354.0,1712338439376.0,1712338457556.0,1712338451474.0,1712339794523.0,1712338955354.0,1712338566904.0,1712338758305.0,1712338439375.0,1712340038673.0,1712340488400.0,1712340444851.0,1712340499055.0,1712339870224.0,1712339595324.0,1712338448317.0,6080.0,3154.0,199199.0,197048.0,109345.0,191399.0,651.0,168446.0,43547.0,406176.0,10653.0,75700.0,639970.0,8941.0,1712339612573.0,1712338774086.0,1712338966004.0,1712339794523.0,1712338955354.0,1712339595324.0,629320.0,0.7603342770227005,17249.0,11556.0,11556.0,3367.643543956044,0.0,0.0,0.0,0.0,4042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,1,0,11771.0,3.012763142654447,2.1335305126971793,3498.769230769231,3236.5178571428573,1.4443181818181818,1.7772727272727273,3525.375,2721.909090909091
