participantID,word_text,word_count,word_time,word_key_onsets,word_key_chars,word_key_codes,timestamp,timestamp_absolute,word_double_press_count,story_relatedness
1056,spring,0,5092,"[1399, 471, 1000, 424, 144, 216, 239, 161, 1038]","['S', 'R', '\x08', 'P', 'R', 'I', 'N', 'G', '\r']","[83, 82, 8, 80, 82, 73, 78, 71, 13]",5094,1707242532606,0,3.3
1056,summer,1,2416,"[559, 282, 390, 177, 159, 155, 694]","['S', 'U', 'M', 'M', 'E', 'R', '\r']","[83, 85, 77, 77, 69, 82, 13]",7511,1707242535023,0,3.5238095238095237
1056,fall,2,1462,"[295, 217, 263, 199, 488]","['F', 'A', 'L', 'L', '\r']","[70, 65, 76, 76, 13]",8974,1707242536486,0,1.8
1056,winter,3,1928,"[199, 298, 264, 111, 257, 160, 639]","['W', 'I', 'N', 'T', 'E', 'R', '\r']","[87, 73, 78, 84, 69, 82, 13]",10903,1707242538415,0,2.5
1056,gravy,4,4670,"[855, 233, 408, 256, 696, 888, 463, 871]","['G', 'R', 'A', 'V', 'E', '\x08', 'Y', '\r']","[71, 82, 65, 86, 69, 8, 89, 13]",15574,1707242543086,0,1.3
1056,hat,5,2112,"[744, 115, 246, 1007]","['H', 'A', 'T', '\r']","[72, 65, 84, 13]",17687,1707242545199,0,2.6
1056,joy,6,3351,"[1352, 232, 1256, 511]","['J', 'O', 'Y', '\r']","[74, 79, 89, 13]",21039,1707242548551,0,1.3
1056,hope,7,2591,"[831, 321, 256, 192, 991]","['H', 'O', 'P', 'E', '\r']","[72, 79, 80, 69, 13]",23631,1707242551143,0,2.25
1056,love,8,2551,"[838, 265, 114, 239, 1095]","['L', 'O', 'V', 'E', '\r']","[76, 79, 86, 69, 13]",26183,1707242553695,0,4.5
1056,swim,9,1728,"[247, 297, 263, 306, 615]","['S', 'W', 'I', 'M', '\r']","[83, 87, 73, 77, 13]",27912,1707242555424,0,2.6
1056,family,10,2406,"[517, 185, 181, 313, 145, 248, 817]","['F', 'A', 'M', 'I', 'L', 'Y', '\r']","[70, 65, 77, 73, 76, 89, 13]",30319,1707242557831,0,5.25
1056,great,11,2263,"[392, 263, 191, 121, 218, 1078]","['G', 'R', 'E', 'A', 'T', '\r']","[71, 82, 69, 65, 84, 13]",32583,1707242560095,0,1.4
1056,two,12,1999,"[862, 354, 248, 535]","['T', 'W', 'O', '\r']","[84, 87, 79, 13]",34583,1707242562095,0,3.0
1056,baby,13,4439,"[3064, 232, 256, 176, 711]","['B', 'A', 'B', 'Y', '\r']","[66, 65, 66, 89, 13]",39023,1707242566535,0,1.4
1056,father,14,3895,"[352, 259, 140, 392, 9, 56, 872, 212, 172, 753, 191, 136, 351]","['F', 'A', 'T', 'E', '4', 'R', '\x08', '\x08', '\x08', 'H', 'E', 'R', '\r']","[70, 65, 84, 69, 52, 82, 8, 8, 8, 72, 69, 82, 13]",42919,1707242570431,0,5.458333333333333
1056,taste,15,4991,"[3497, 249, 262, 296, 288, 399]","['T', 'A', 'S', 'T', 'E', '\r']","[84, 65, 83, 84, 69, 13]",47911,1707242575423,1,2.6666666666666665
1056,see,16,1535,"[311, 227, 189, 808]","['S', 'E', 'E', '\r']","[83, 69, 69, 13]",49447,1707242576959,0,4.55
1056,church,17,3318,"[1480, 208, 288, 80, 296, 144, 822]","['C', 'H', 'U', 'R', 'C', 'H', '\r']","[67, 72, 85, 82, 67, 72, 13]",52766,1707242580278,0,4.75
1056,word,18,1719,"[656, 263, 194, 256, 350]","['W', 'O', 'R', 'D', '\r']","[87, 79, 82, 68, 13]",54486,1707242581998,0,2.6
1056,bible,19,2312,"[296, 201, 233, 679, 160, 743]","['B', 'I', 'B', 'L', 'E', '\r']","[66, 73, 66, 76, 69, 13]",56799,1707242584311,0,2.4545454545454546
1056,free,20,1615,"[271, 250, 142, 216, 736]","['F', 'R', 'E', 'E', '\r']","[70, 82, 69, 69, 13]",58415,1707242585927,0,3.0
1056,forgive,21,2695,"[320, 238, 121, 593, 104, 175, 321, 823]","['F', 'O', 'R', 'G', 'I', 'V', 'E', '\r']","[70, 79, 82, 71, 73, 86, 69, 13]",61111,1707242588623,0,2.8
1056,today,22,2495,"[975, 185, 176, 224, 176, 759]","['T', 'O', 'D', 'A', 'Y', '\r']","[84, 79, 68, 65, 89, 13]",63607,1707242591119,0,2.7
1056,kiss,23,2439,"[639, 408, 456, 177, 759]","['K', 'I', 'S', 'S', '\r']","[75, 73, 83, 83, 13]",66047,1707242593559,0,3.2
1056,lips,24,1567,"[512, 279, 272, 153, 351]","['L', 'I', 'P', 'S', '\r']","[76, 73, 80, 83, 13]",67615,1707242595127,0,2.8
1056,face,25,2095,"[479, 200, 312, 248, 856]","['F', 'A', 'C', 'E', '\r']","[70, 65, 67, 69, 13]",69711,1707242597223,0,4.8
1056,hair,26,1935,"[512, 162, 261, 225, 775]","['H', 'A', 'I', 'R', '\r']","[72, 65, 73, 82, 13]",71647,1707242599159,0,4.636363636363637
1056,phone,27,2191,"[663, 264, 194, 254, 89, 727]","['P', 'H', 'O', 'N', 'E', '\r']","[80, 72, 79, 78, 69, 13]",73839,1707242601351,0,5.619047619047619
1056,ring,28,4727,"[753, 695, 561, 199, 160, 1065, 247, 80, 967]","['S', 'R', '\x08', '\x08', 'R', 'I', 'N', 'G', '\r']","[83, 82, 8, 8, 82, 73, 78, 71, 13]",78567,1707242606079,0,3.2
1056,side,29,1735,"[736, 280, 128, 216, 375]","['S', 'I', 'D', 'E', '\r']","[83, 73, 68, 69, 13]",80303,1707242607815,0,1.6
1056,table,30,3687,"[2383, 257, 240, 233, 208, 366]","['T', 'A', 'B', 'L', 'E', '\r']","[84, 65, 66, 76, 69, 13]",83990,1707242611502,0,4.095238095238095
1056,chair,31,5047,"[417, 279, 809, 400, 144, 216, 535, 217, 200, 656, 136, 156, 148, 734]","['C', 'J', '\x08', 'J', 'A', 'I', '\x08', '\x08', '\x08', 'H', 'A', 'I', 'R', '\r']","[67, 74, 8, 74, 65, 73, 8, 8, 8, 72, 65, 73, 82, 13]",89038,1707242616550,0,3.64
1056,rug,32,4400,"[247, 301, 340, 209, 871, 216, 235, 1134, 320, 527]","['R', 'I', 'M', 'G', '\x08', '\x08', '\x08', 'U', 'G', '\r']","[82, 73, 77, 71, 8, 8, 8, 85, 71, 13]",93439,1707242620951,0,1.6363636363636365
1056,nephew,33,6286,"[367, 89, 792, 223, 561, 271, 481, 480, 215, 193, 568, 256, 200, 632, 272, 256, 430]","['M', 'E', '\x08', '\x08', 'M', 'E', 'P', '\x08', '\x08', '\x08', 'N', 'E', 'P', 'H', 'E', 'W', '\r']","[77, 69, 8, 8, 77, 69, 80, 8, 8, 8, 78, 69, 80, 72, 69, 87, 13]",99726,1707242627238,0,1.6
1056,birthday,34,5519,"[505, 287, 175, 161, 536, 209, 183, 1402, 127, 208, 136, 168, 216, 152, 1054]","['B', 'R', 'I', 'T', '\x08', '\x08', '\x08', 'I', 'R', 'T', 'H', 'D', 'A', 'Y', '\r']","[66, 82, 73, 84, 8, 8, 8, 73, 82, 84, 72, 68, 65, 89, 13]",105247,1707242632759,0,1.4
1056,gift,35,2375,"[327, 216, 97, 255, 1480]","['G', 'I', 'F', 'T', '\r']","[71, 73, 70, 84, 13]",107623,1707242635135,0,1.2727272727272727
1056,tuesday,36,5663,"[2832, 334, 184, 194, 258, 238, 136, 1487]","['T', 'U', 'E', 'S', 'D', 'A', 'Y', '\r']","[84, 85, 69, 83, 68, 65, 89, 13]",113287,1707242640799,1,
1056,sunday,37,2543,"[632, 223, 313, 64, 270, 177, 864]","['S', 'U', 'N', 'D', 'A', 'Y', '\r']","[83, 85, 78, 68, 65, 89, 13]",115831,1707242643343,0,1.5
1056,superbowl,38,11590,"[294, 209, 992, 489, 391, 175, 153, 409, 215, 520, 207, 984, 864, 81, 224, 1248, 272, 232, 192, 968, 550, 883, 415, 622]","['S', 'I', '\x08', 'U', 'P', 'E', 'R', 'B', 'O', '\x08', '\x08', 'B', 'O', 'W', 'N', '\x08', '\x08', '\x08', '\x08', 'B', 'O', 'W', 'L', '\r']","[83, 73, 8, 85, 80, 69, 82, 66, 79, 8, 8, 66, 79, 87, 78, 8, 8, 8, 8, 66, 79, 87, 76, 13]",127422,1707242654934,0,1.0
1056,fans,39,3504,"[767, 273, 166, 171, 2127]","['F', 'A', 'N', 'S', '\r']","[70, 65, 78, 83, 13]",130927,1707242658439,0,1.1
1056,touch,40,5438,"[2712, 311, 249, 255, 239, 1672]","['T', 'O', 'U', 'C', 'H', '\r']","[84, 79, 85, 67, 72, 13]",136366,1707242663878,0,4.7
1056,grass,41,3215,"[1888, 224, 249, 272, 175, 407]","['G', 'R', 'A', 'S', 'S', '\r']","[71, 82, 65, 83, 83, 13]",139582,1707242667094,0,2.8
1056,mailbox,42,3383,"[888, 231, 167, 369, 632, 216, 176, 703]","['M', 'A', 'I', 'L', 'B', 'O', 'X', '\r']","[77, 65, 73, 76, 66, 79, 88, 13]",142966,1707242670478,0,1.0
1056,mail,43,2527,"[970, 158, 168, 272, 959]","['M', 'A', 'I', 'L', '\r']","[77, 65, 73, 76, 13]",145494,1707242673006,0,1.6
1056,letter,44,2543,"[675, 102, 504, 191, 281, 127, 663]","['L', 'E', 'T', 'T', 'E', 'R', '\r']","[76, 69, 84, 84, 69, 82, 13]",148038,1707242675550,0,3.4
1056,bills,45,1631,"[287, 290, 262, 200, 130, 462]","['B', 'I', 'L', 'L', 'S', '\r']","[66, 73, 76, 76, 83, 13]",149670,1707242677182,0,1.2
1056,mortgage,46,3207,"[747, 268, 122, 263, 304, 204, 181, 256, 862]","['M', 'O', 'R', 'T', 'G', 'A', 'G', 'E', '\r']","[77, 79, 82, 84, 71, 65, 71, 69, 13]",152878,1707242680390,0,1.0
1056,twin,47,2887,"[708, 613, 87, 256, 296, 264, 663]","['W', '\x08', 'T', 'W', 'I', 'N', '\r']","[87, 8, 84, 87, 73, 78, 13]",155766,1707242683278,0,
1056,brothers,48,2559,"[456, 335, 185, 120, 136, 137, 119, 249, 822]","['B', 'R', 'O', 'T', 'H', 'E', 'R', 'S', '\r']","[66, 82, 79, 84, 72, 69, 82, 83, 13]",158326,1707242685838,0,3.1
1056,daddy,49,5223,"[2961, 263, 288, 200, 593, 918]","['D', 'A', 'D', 'D', 'Y', '\r']","[68, 65, 68, 68, 89, 13]",163550,1707242691062,0,3.3
1056,together,50,6543,"[2905, 760, 279, 175, 217, 256, 597, 172, 176, 136, 870]","['F', '\x08', 'T', 'O', 'G', 'E', 'T', 'H', 'E', 'R', '\r']","[70, 8, 84, 79, 71, 69, 84, 72, 69, 82, 13]",170094,1707242697606,0,4.65
1056,cream,51,3782,"[2384, 311, 192, 200, 297, 398]","['C', 'R', 'E', 'A', 'M', '\r']","[67, 82, 69, 65, 77, 13]",173878,1707242701390,0,1.8
1056,coffee,52,3720,"[344, 211, 205, 168, 417, 535, 192, 129, 200, 185, 1134]","['C', 'O', 'F', 'R', 'E', '\x08', '\x08', 'F', 'E', 'E', '\r']","[67, 79, 70, 82, 69, 8, 8, 70, 69, 69, 13]",177599,1707242705111,0,4.8
1056,license,53,2526,"[926, 241, 136, 217, 223, 113, 255, 415]","['L', 'I', 'C', 'E', 'N', 'S', 'E', '\r']","[76, 73, 67, 69, 78, 83, 69, 13]",180126,1707242707638,0,1.7272727272727273
1063,house,0,12100,"[4099, 525, 656, 4846, 785, 1189]","['H', 'O', 'U', 'S', 'E', '\r']","[72, 79, 85, 83, 69, 13]",12102,1707237910162,0,4.9
1063,rock,1,5224,"[2286, 584, 567, 598, 1189]","['R', 'O', 'C', 'K', '\r']","[82, 79, 67, 75, 13]",17328,1707237915388,0,3.142857142857143
1063,glass,2,8765,"[2913, 543, 3476, 380, 349, 1104]","['G', 'L', 'A', 'S', 'S', '\r']","[71, 76, 65, 83, 83, 13]",26094,1707237924154,0,2.7
1063,bed,3,15658,"[2946, 3939, 4936, 2025, 404, 1408]","['B', 'D', '\x08', 'E', 'D', '\r']","[66, 68, 8, 69, 68, 13]",41753,1707237939813,1,4.8
1063,pad,4,8065,"[3625, 2340, 417, 1683]","['P', 'A', 'D', '\r']","[80, 65, 68, 13]",49819,1707237947879,0,1.6
1063,wet,5,5977,"[3857, 387, 446, 1287]","['W', 'E', 'T', '\r']","[87, 69, 84, 13]",55797,1707237953857,0,5.55
1063,red,6,8152,"[6229, 548, 346, 1029]","['R', 'E', 'D', '\r']","[82, 69, 68, 13]",63950,1707237962010,1,2.1
1063,net,7,8553,"[1028, 5948, 347, 1230]","['N', 'E', 'T', '\r']","[78, 69, 84, 13]",72504,1707237970564,0,2.0
1063,shoe,8,8792,"[3729, 987, 1131, 1589, 1356]","['S', 'H', 'O', 'E', '\r']","[83, 72, 79, 69, 13]",81297,1707237979357,0,1.9
1063,dead,9,7906,"[4336, 540, 1045, 772, 1213]","['D', 'E', 'A', 'D', '\r']","[68, 69, 65, 68, 13]",89205,1707237987265,0,6.75
1063,dig,10,9420,"[5662, 616, 885, 2257]","['D', 'I', 'G', '\r']","[68, 73, 71, 13]",98626,1707237996686,2,1.6
1063,mare,11,10821,"[736, 7643, 524, 612, 1306]","['M', 'A', 'R', 'E', '\r']","[77, 65, 82, 69, 13]",109448,1707238007508,0,1.4
1063,horse,12,7511,"[1115, 966, 2994, 593, 572, 1271]","['H', 'O', 'R', 'S', 'E', '\r']","[72, 79, 82, 83, 69, 13]",116960,1707238015020,0,1.0
1063,war,13,5987,"[3380, 361, 573, 1673]","['W', 'A', 'R', '\r']","[87, 65, 82, 13]",122948,1707238021008,0,1.5
1063,ggun,14,5252,"[1444, 366, 72, 823, 2547]","['G', 'G', 'U', 'N', '\r']","[71, 71, 85, 78, 13]",128201,1707238026261,0,
1063,forest,15,12818,"[5057, 664, 1942, 488, 524, 483, 3660]","['F', 'O', 'R', 'E', 'S', 'T', '\r']","[70, 79, 82, 69, 83, 84, 13]",141020,1707238039080,2,5.2
1063,cow,16,13999,"[6562, 3420, 2672, 1345]","['C', 'O', 'W', '\r']","[67, 79, 87, 13]",155020,1707238053080,0,1.7
1063,dog,17,4693,"[2250, 698, 737, 1008]","['D', 'O', 'G', '\r']","[68, 79, 71, 13]",159714,1707238057774,0,1.2
1063,fish,18,9231,"[3004, 357, 1463, 574, 3833]","['F', 'I', 'S', 'H', '\r']","[70, 73, 83, 72, 13]",168946,1707238067006,1,5.761904761904762
1063,bore,19,13392,"[6244, 1291, 4105, 553, 1199]","['B', 'O', 'R', 'E', '\r']","[66, 79, 82, 69, 13]",182339,1707238080399,1,2.4
1082,Money,0,4058,"[1858, 501, 46, 31, 31, 31, 30, 31, 31, 46, 31, 32, 31, 30, 31, 31, 46, 30, 32, 31, 33, 30, 31, 20, 159, 144, 225, 71, 384]","['\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', 'M', 'O', 'N', 'E', 'Y', '\r']","[16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 77, 79, 78, 69, 89, 13]",4059,1707241854650,0,1.8
1082,Cash,1,2760,"[1057, 502, 32, 42, 288, 359, 72, 408]","['\x10', '\x10', '\x10', 'C', 'A', 'S', 'H', '\r']","[16, 16, 16, 67, 65, 83, 72, 13]",6819,1707241857410,1,1.5
1082,Kayak,2,3560,"[889, 504, 31, 31, 46, 30, 30, 33, 30, 31, 32, 31, 46, 21, 897, 190, 112, 281, 295]","['\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', 'K', 'A', 'Y', 'A', 'K', '\r']","[16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 75, 65, 89, 65, 75, 13]",10379,1707241860970,0,1.9
1082,Water,3,2832,"[888, 505, 31, 31, 47, 32, 31, 32, 31, 31, 31, 32, 31, 46, 31, 31, 32, 31, 30, 31, 7, 130, 223, 96, 104, 287]","['\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', 'W', 'A', 'T', 'E', 'R', '\r']","[16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 87, 65, 84, 69, 82, 13]",13211,1707241863802,1,6.52
1082,Gun,4,2632,"[1448, 377, 359, 152, 296]","['\x10', 'G', 'U', 'N', '\r']","[16, 71, 85, 78, 13]",15843,1707241866434,1,1.1
1082,Ride,5,2320,"[520, 514, 32, 32, 23, 304, 113, 478, 304]","['\x10', '\x10', '\x10', '\x10', 'R', 'I', 'D', 'E', '\r']","[16, 16, 16, 16, 82, 73, 68, 69, 13]",18163,1707241868754,0,5.5
1082,Season,6,4088,"[904, 509, 31, 32, 31, 31, 32, 46, 31, 32, 29, 32, 31, 31, 46, 32, 31, 32, 31, 32, 30, 31, 31, 46, 31, 32, 31, 31, 30, 31, 45, 32, 31, 32, 31, 31, 31, 31, 46, 31, 30, 32, 32, 31, 31, 32, 45, 32, 31, 31, 30, 13, 216, 192, 48, 96, 207, 288]","['\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', 'S', 'E', 'A', 'S', 'O', 'N', '\r']","[16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 83, 69, 65, 83, 79, 78, 13]",22251,1707241872842,1,2.8
1082,War,7,3960,"[818, 511, 30, 31, 31, 31, 31, 46, 31, 31, 31, 31, 31, 31, 31, 47, 31, 31, 31, 31, 30, 32, 31, 46, 31, 31, 31, 33, 32, 29, 29, 47, 31, 32, 31, 31, 30, 30, 32, 46, 30, 32, 32, 32, 31, 31, 32, 31, 47, 31, 31, 31, 32, 31, 29, 47, 31, 30, 30, 33, 29, 32, 46, 31, 2, 184, 216, 183]","['\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', 'W', 'A', 'R', '\r']","[16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 87, 65, 82, 13]",26211,1707241876802,0,1.5
1082,Value,8,2671,"[394, 502, 44, 31, 31, 32, 31, 32, 30, 30, 33, 46, 31, 30, 31, 31, 32, 32, 46, 31, 31, 32, 31, 31, 30, 32, 32, 34, 232, 55, 296, 160, 175]","['\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', '\x10', 'V', 'A', 'L', 'U', 'E', '\r']","[16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 86, 65, 76, 85, 69, 13]",28882,1707241879473,0,2.0
